16, 40, 618827
32, 40, 618827
64, 40, 618822
16, 80, 327916
32, 80, 327916
64, 80, 327916
16, 160, 172411
32, 160, 172408
64, 160, 172408
16, 320, 94644
32, 320, 94644
64, 320, 94644
16, 640, 53711
32, 640, 53711
64, 640, 53711
16, 1280, 31372
32, 1280, 31372
64, 1280, 31372
16, 2560, 18401
32, 2560, 18401
64, 2560, 18401
16, 5120, 10700
32, 5120, 10700
64, 5120, 10700
